rank,date,ticker,last_price,ret_1m,ret_3m,ret_6m,ret_12m,vol_ann,max_drawdown,from_52w_high,momentum_score,quality_score,composite_score
80,2026-09-11,D,64.36000061035156,-0.044529674216984505,-0.02518822149937705,0.04489426752002612,0.0821971955647538,0.22321855030433677,-0.0931762642443118,-0.0931762642443118,0.42346938775510207,0.8418367346938775,0.5908163265306123
81,2026-09-11,MO,68.9800033569336,0.07145085895870262,-0.019582866466585802,0.05116235539224667,0.018811760155357904,0.2864161049922112,-0.14628936668895476,-0.07928450289890521,0.5153061224489796,0.7040816326530612,0.5908163265306122
82,2026-09-11,CLF,12.0600004196167,-0.015510169827208209,-0.12035008125013003,0.3520179726979724,-0.02644230254890867,0.6348604085205638,-0.3911864717127913,-0.25463534041103475,0.826530612244898,0.20408163265306123,0.5775510204081633
83,2026-09-11,ED,106.45999908447266,-0.0041460831486109795,0.004615684558482824,-0.04329349868707544,0.0026083156452547662,0.1738142399985857,-0.09625162277409138,-0.06260003258144098,0.30612244897959184,0.9846938775510204,0.5775510204081633
84,2026-09-11,FCX,71.06999969482422,0.026726357143833424,0.07389965855308489,0.2058668436511384,0.025660294555531538,0.5397455623268032,-0.21020465883527384,-0.11062449708629896,0.7142857142857143,0.37244897959183676,0.5775510204081633
85,2026-09-11,FDX,311.989990234375,-0.045230588108501224,-0.07348750847481744,0.10053833679679691,0.15597576320578033,0.31564923778562753,-0.11284122647741013,-0.08062476904978955,0.5357142857142857,0.6326530612244898,0.5744897959183674
86,2026-09-11,WMB,72.8499984741211,-0.004355101507117265,0.03212644685155652,0.012684386054334196,0.042021367161072076,0.25412348063383994,-0.11788406555627795,-0.06900633636846176,0.39285714285714285,0.8316326530612245,0.5683673469387756
87,2026-09-11,ETR,105.33000183105469,-0.017535652173046756,-0.03577412784958045,0.019298265043268703,0.0791932667386186,0.2292873785523075,-0.10557259026636467,-0.09714742219560146,0.4030612244897959,0.8112244897959183,0.5663265306122449
88,2026-09-11,GILD,143.72000122070312,0.05777586211543628,0.14931709056946674,0.0019014017612457579,-0.10245485081137673,0.2629562423510327,-0.16341851389434792,-0.06619957646610941,0.413265306122449,0.7959183673469388,0.5663265306122449
89,2026-09-11,EL,97.12000274658203,0.11142675488899112,0.10713354488497129,0.16059654001321988,-0.1656451366089201,0.49030655059442835,-0.2438421329040641,-0.17955329827010102,0.6989795918367347,0.3622448979591837,0.5642857142857143
